University Name,University ID,Database Name,Vendor Name,Subject Area,Product Description,Source URL
University of Cambridge,U0005,RILM Abstracts of Music Literature,,,"Published by the Répertoire International de Littérature Musicale, RILM Abstracts of Music Literature is an international bibliography of scholarly writings on music and related disciplines in 202 languages, including original language titles; title translations in English; full bibliographic information; abstracts in English; author, journal, and subject indexes.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,RIPM Jazz periodicals,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,RIPM North American and European Music Periodicals (Preservation Series),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,RIPM Retrospective Index to Music Periodicals with Full Text,,,"Accessed through the RIPM Retrospective Index, the Archive is the only extensive collection available online for music periodicals dating from the Early Romantic to the Modern Period. The Archive contains 114 rare journals selected by international specialists, offers an almost daily chronicle of musical activities, and immense possibilities for original research. RIPM Online Archive is a full-text version of journals indexed in RIPM Retrospective Index to Music Periodicals. It is updated with new titles every six months.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Rise and Fall of Senator Joseph R. McCarthy,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,RISM Database of Musical Manuscripts in US Libraries,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,RISM Ireland,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,RISM Switzerland,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,RISM UK,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,RISM: International Inventory of Musical Sources after 1600,,,"The International Inventory of Musical Sources (RISM) is an international, non-profit joint venture which aims to comprehensively document the world's musical sources of manuscripts or printed music, works on music theory and libretti stored in libraries, archives, monasteries, schools and private collections.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,RISS International,,,"Integrated database search of full-text journal databases (including KISS and DBPia), theses & dissertations held in more than 150 universities in South Korea, and over 7 million bibliographic records.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"ROAD, the Directory of Open Access Resources",,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Robert Winslow Gordon and American Folk Music,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Romania: Records of the U.S. Department of State;1945-1963,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Rossiiskaia Gosudarstvennaia Biblioteka,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Rossiiskaia Natsional'naia Biblioteka,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Rothschild-Collection,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Rousseau Online,,,"Complete works of Rousseau, full text, searchable",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Routledge African Studies (via Knowledge Unlatched),,,"A diverse range of books on all sub-disciplines of African, and African diaspora studies, published Open Access via Knowledge Unlatched. It is expected that authorship includes both international scholars, and scholars working within the continent.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Routledge Encyclopedia of Philosophy,,,Access restricted to 10 users at one time - if you cannot access because of this restriction please try again a short time later or email ejournals@lib.cam.ac.uk,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Royal Anthropological Institute Archive,,,The Royal Anthropological Institute of Great Britain and Ireland (RAI) is the world's longest-established scholarly association dedicated to the furtherance of anthropology (the study of humankind) in its broadest and most inclusive sense.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Royal College of Physicians, Part I: 1200-1862, History of Medicine from Folklore to Modern Public Health Policy",,,"Includes content within the date ranges of 1101 through 1862. From the founding charter to 20th-century reports on the effects of smoking, there is a wealth of material on the RCP’s role in relation to contemporary medical advances.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Royal Commonwealth Society Library,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Royal Commonwealth Society Library: archives and photographs,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Royal Geographical Society (with the Institute of British Geographers) Archive,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Royal Shakespeare Company (RSC) Live Collection,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Royal Society of Chemistry ebooks,,,Access to selected titles in Chemistry and Materials Science up to 2020.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,RRIMO: Recent researches in music,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Russian Anarchist Periodicals of the Early 20th Century,,,"This collection reveals the eventful history of Russia during the revolutionary era, from the perspective of metropolitan and provincial newspapers and journals published by the most radical political forces. These materials shed new light on the relationship of the anarchists with the Bolsheviks and the Soviet State, and reveal the impact of anarchist ideas on the literature and art of the period.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Russian Civil War and American Expeditionary Forces in Siberia;1918-20,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,S&P Compustat Executive Compensation (via WRDS),,,For access to these data please simply complete the WRDS Registration Form https://wrds-www.wharton.upenn.edu/register/,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,S&P Compustat Global (via WRDS),,,For access to these data please simply complete the WRDS Registration Form https://wrds-www.wharton.upenn.edu/register/,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Sabin Americana : History of the Americas, 1500-1926",,,"Covering more than 400 years and more than 65,000 volumes in North, Central, and South America and the West Indies, this easy-to-use digital collection highlights the society, politics, religious beliefs, culture, contemporary opinions, and momentous events of the time through sermons, political tracts, newspapers, books, pamphlets, maps, legislation, literature, and more.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,SAE Mobilus eBooks 1990-2020,,,Access to selected SAE Mobilus eBooks from 1990 - 2020.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,SAE Mobilus International Technical Papers 1998-present,,,"SAE International Technical Papers from 1998 to present.  Approximately 58,000 papers in total.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,SAFEHAVEN Reports on Nazi Looting of Occupied Countries and Assets in Neutral Countries,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,SAGE Knowledge,,,SAGE ebooks in Social Sciences,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,SAGE Research Methods Foundations,,,,https://libguides.cam.ac.uk/az/databases
